Gettings tarted!
1,47791
2,51816
3,43112
4,51026
5,42187
6,48898
7,57648
8,53338
9,51029
10,47555
11,39830
12,41179
13,48092
14,46343
15,73891
16,46324
17,47645
18,46084
19,39345
20,51346
21,44922
22,48898
23,48399
24,54333
25,47226
26,53930
27,42851
28,67501
29,45218
30,45298
31,44284
32,44971
33,47746
34,50290
35,52824
36,42541
37,44105
38,46275
39,58023
40,40713
41,55809
42,41954
43,49289
44,58129
45,41777
46,43721
47,42435
48,50913
49,43427
50,45767
51,60006
52,41980
53,47286
54,58377
55,65166
56,42259
57,48197
58,39945
59,55390
60,43142
61,39578
62,47731
63,59084
64,47638
65,42546
66,66216
67,43749
68,41432
69,52075
70,62677
71,45353
72,52864
73,41946
74,52172
75,51698
76,39572
77,43474
78,42387
79,56252
80,52139
81,49210
82,52524
83,50489
84,62936
85,62892
86,51380
87,42018
88,49622
89,38070
90,54482
91,44677
92,47470
93,49376
94,44459
95,47548
96,55751
97,48962
98,42515
99,48868
100,59760
101,53751
102,56408
103,61899
104,44268
105,39469
106,42476
107,53213
108,50306
109,57537
110,63301
111,52310
112,50070
113,47011
114,46610
115,43647
116,43549
117,51509
118,60539
119,45199
120,54632
121,45282
122,50353
123,53480
124,47579
125,49092
126,42113
127,47845
128,43013
129,61830
130,46587
131,56397
132,45713
133,43278
134,52427
135,48634
136,46119
137,62941
138,40977
139,44137
140,42011
141,42278
142,42200
143,46090
144,48268
145,43421
146,60482
147,44339
148,49917
149,57039
150,47667
151,55410
152,44192
153,43923
154,49774
155,78412
156,47975
157,43272
158,44767
159,50742
160,42282
161,45991
162,45460
163,43422
164,44280
165,45615
166,51991
167,46434
168,60588
169,45447
170,50552
171,50378
172,46736
173,47280
174,48568
175,47353
176,52108
177,47419
178,47793
179,52554
180,41488
181,39491
182,42147
183,45874
184,45221
185,47866
186,51013
187,59172
188,56301
189,46391
190,57831
191,60279
192,46684
193,41775
194,48455
195,46355
196,40662
197,45356
198,44228
199,39532
200,46683
201,47180
202,51569
203,51921
204,53175
205,53789
206,46690
207,49909
208,56653
209,37354
210,48688
211,47866
212,45218
213,53855
214,53432
215,41171
216,46541
217,45260
218,42897
219,43684
220,57539
221,47578
222,42496
223,44944
224,54015
225,44979
226,44988
227,50375
228,69936
229,60438
230,49713
231,49833
232,56766
233,43612
234,47015
235,41705
236,55205
237,41749
238,46841
239,39397
240,47869
241,50595
242,41765
243,49482
244,47622
245,53124
246,51723
247,40027
248,47412
249,43133
250,54169
251,40413
252,47730
253,56961
254,54323
255,52644
256,47076
257,43142
258,41130
259,49560
260,38484
261,45589
262,44582
263,48226
264,43403
265,44585
266,52571
267,47297
268,48153
269,44554
270,58083
271,38729
272,45241
273,46724
274,42628
275,49789
276,38692
277,47179
278,43681
279,39785
280,53022
281,43964
282,41249
283,42689
284,51462
285,58559
286,43567
287,46898
288,53597
289,56184
290,45996
291,53550
292,54770
293,43763
294,49270
295,43705
296,44021
297,55824
298,47761
299,43130
300,45174
301,45180
302,40888
303,45708
304,54628
305,49582
306,45386
307,53787
308,50659
309,45162
310,48363
311,46798
312,48731
313,48005
314,53489
315,55270
316,53013
317,46308
318,49941
319,44017
320,45067
321,43666
322,46131
323,48659
324,44275
325,48509
326,42647
327,45159
328,49907
329,40462
330,52282
331,58507
332,55400
333,45465
334,51566
335,48887
336,45438
337,39017
338,52030
339,48228
340,44719
341,46201
342,49343
343,53815
344,53378
345,46074
346,49866
347,50282
348,51713
349,39966
350,42933
351,44774
352,46541
353,52965
354,40688
355,46546
356,52504
357,54221
358,47778
359,39496
360,44088
361,57143
362,62841
363,59422
364,48613
365,43734
366,41986
367,40181
368,43478
369,59004
370,37198
371,60005
372,43763
373,54339
374,46907
375,47562
376,51530
377,62791
378,47853
379,68189
380,44344
381,49929
382,55944
383,46067
384,40814
385,41627
386,53871
387,56928
388,44195
389,44881
390,43921
391,45752
392,46780
393,45499
394,57691
395,44942
396,47427
397,55775
398,59473
399,64714
400,63464
401,49741
402,44637
403,58660
404,48617
405,48756
406,46186
407,45513
408,47244
409,41791
410,49098
411,60055
412,35994
413,69337
414,46083
415,59051
416,46676
417,57607
418,43189
419,44055
420,50025
421,45103
422,44547
423,45559
424,49572
425,45383
426,42847
427,58292
428,58693
429,43384
430,45957
431,50507
432,59676
433,47335
434,53774
435,57767
436,39408
437,48607
438,45536
439,45139
440,50416
441,66130
442,39990
443,50453
444,55535
445,52545
446,47986
447,52665
448,49029
449,53494
450,47414
451,46025
452,48684
453,45383
454,45967
455,48929
456,50178
457,48460
458,40825
459,54736
460,45496
461,52000
462,40154
463,50784
464,51114
465,56312
466,46393
467,53715
468,39343
469,40818
470,47761
471,42324
472,42340
473,50524
474,51260
475,47476
476,44260
477,55775
478,46941
479,53893
480,43344
481,44853
482,48779
483,57381
484,58647
485,52219
486,41489
487,65467
488,52985
489,55175
490,41784
491,51561
492,52264
493,51871
494,47394
495,39485
496,43187
497,44365
498,45613
499,57319
500,44347
501,50785
502,46756
503,41408
504,45277
505,49095
506,45402
507,47081
508,43667
509,38601
510,49910
511,47693
512,53370
513,44528
514,59219
515,58329
516,47857
517,46509
518,49480
519,45926
520,64140
521,48166
522,41314
523,59073
524,46506
525,49223
526,49499
527,46045
528,42353
529,50222
530,45868
531,41171
532,48465
533,44472
534,51559
535,56348
536,44231
537,42173
538,44751
539,49712
540,42264
541,61048
542,48629
543,47887
544,41666
545,37992
546,44763
547,42273
548,51312
549,49823
550,52744
551,52445
552,43219
553,52096
554,46817
555,59132
556,48114
557,45608
558,42305
559,47808
560,55026
561,39227
562,52966
563,50161
564,50525
565,67778
566,44395
567,42519
568,53002
569,53642
570,55345
571,48517
572,43822
573,43071
574,44680
575,51591
576,49944
577,51222
578,45849
579,52331
580,59151
581,41608
582,47174
583,45433
584,45917
585,64987
586,48338
587,46548
588,49122
589,38203
590,46528
591,44617
592,65072
593,49129
594,42446
595,45142
596,40633
597,48978
598,42081
599,42150
600,41162
601,41256
602,44312
603,41425
604,56318
605,48997
606,55907
607,44832
608,53416
609,50922
610,44381
611,48274
612,42828
613,47029
614,54822
615,46901
616,52476
617,50544
618,49872
619,44681
620,53435
621,52521
622,53134
623,54913
624,67155
625,40516
626,50473
627,53641
628,41602
629,48356
630,49720
631,42285
632,51615
633,45483
634,42625
635,50206
636,56368
637,46708
638,50024
639,52833
640,43028
641,64561
642,50403
643,43914
644,59058
645,43896
646,42685
647,40765
648,44883
649,43977
650,49746
651,46814
652,57118
653,44380
654,46525
655,48729
656,55682
657,55627
658,48370
659,51530
660,45187
661,45833
662,45072
663,42851
664,46336
665,50572
666,46013
667,40660
668,42882
669,48222
670,45359
671,42310
672,43544
673,46168
674,44384
675,53205
676,52016
677,52581
678,47659
679,63425
680,46919
681,45511
682,46851
683,44354
684,51602
685,45123
686,43298
687,44943
688,49641
689,45776
690,48418
691,49325
692,56532
693,45067
694,42107
695,50283
696,53931
697,46404
698,55342
699,44194
700,56164
701,47925
702,48464
703,46771
704,69815
705,52408
706,43872
707,49368
708,52366
709,50123
710,46095
711,43944
712,42360
713,47786
714,82006
715,51834
716,40248
717,62812
718,51414
719,40855
720,49704
721,49456
722,43874
723,45836
724,47670
725,46553
726,55274
727,43992
728,46561
729,57188
730,44180
731,59724
732,50106
733,44691
734,47860
735,45831
736,47371
737,45156
738,48224
739,55160
740,52814
741,48326
742,42177
743,49500
744,50827
745,45142
746,52913
747,49006
748,73372
749,46965
750,40938
751,45075
752,43375
753,41636
754,43379
755,50690
756,53619
757,44872
758,40494
759,51309
760,50388
761,50070
762,46358
763,44504
764,56846
765,50620
766,51637
767,49520
768,48316
769,47056
770,51121
771,53153
772,45333
773,44949
774,40403
775,48113
776,46894
777,46779
778,41768
779,41073
780,52040
781,53736
782,44139
783,39830
784,48448
785,73383
786,40548
787,42121
788,47262
789,47143
790,71653
791,43423
792,52508
793,41730
794,44388
795,64655
796,54279
797,46267
798,49984
799,50454
800,45265
801,44529
802,44864
803,46099
804,55864
805,57032
806,37742
807,53420
808,48313
809,40820
810,42304
811,47602
812,46327
813,52833
814,55133
815,56573
816,42857
817,60645
818,51463
819,44969
820,74579
821,51384
822,70937
823,63670
824,46465
825,45518
826,50860
827,45354
828,48607
829,42795
830,41678
831,40598
832,49313
833,51007
834,55763
835,37924
836,47152
837,42165
838,43431
839,44896
840,41305
841,56278
842,47693
843,51777
844,48556
845,47430
846,44084
847,53637
848,60885
849,56699
850,45335
851,44310
852,44394
853,46121
854,62362
855,45431
856,43965
857,40862
858,44685
859,64304
860,47090
861,45010
862,52853
863,57898
864,41131
865,51389
866,44240
867,52064
868,47039
869,48915
870,43449
871,48982
872,38940
873,57328
874,49299
875,40792
876,40144
877,55852
878,51868
879,41839
880,44829
881,41697
882,43783
883,43358
884,70804
885,50175
886,46017
887,42362
888,51102
889,52566
890,49778
891,40889
892,50663
893,48029
894,44704
895,41737
896,45205
897,55158
898,52154
899,55351
900,47425
901,45140
902,47096
903,51138
904,51819
905,51108
906,55662
907,53181
908,49645
909,48932
910,52266
911,42272
912,43382
913,40062
914,41337
915,44418
916,49716
917,56199
918,47650
919,59786
920,50595
921,49829
922,67270
923,66138
924,46173
925,38961
926,45679
927,44274
928,49803
929,64601
930,62770
931,41298
932,47568
933,43550
934,47930
935,55523
936,58625
937,42248
938,42633
939,47104
940,46044
941,46889
942,46694
943,47981
944,61291
945,53881
946,46048
947,47773
948,48588
949,43119
950,43341
951,46519
952,49822
953,68089
954,60054
955,43081
956,56304
957,45402
958,47141
959,44726
960,53624
961,44845
962,47449
963,38512
964,48703
965,62934
966,50795
967,56952
968,49903
969,52281
970,47793
971,52438
972,53517
973,52287
974,52494
975,46844
976,45754
977,54364
978,48016
979,46893
980,55869
981,49463
982,44041
983,41479
984,51422
985,45963
986,61148
987,42698
988,56086
989,49641
990,64885
991,39135
992,47652
993,41948
994,46181
995,51204
996,43598
997,49916
998,47121
999,45546
1000,46448
1001,55992
1002,62090
1003,58348
1004,42000
1005,46367
1006,41465
1007,43191
1008,42634
1009,43200
1010,41349
1011,42977
1012,51496
1013,43017
1014,56324
1015,48853
1016,49077
1017,58410
1018,39980
1019,56462
1020,53002
1021,54837
1022,53047
1023,60610
1024,54863
1025,53581
1026,47902
1027,51763
1028,51458
